trade_date,avg_pnl,total_volume_usd,value,classification,sentiment_category,long_short_ratio_x,avg_leverage,total_fees,gross_profit_x,gross_loss_x,profit_factor_x,high_leverage_pct,long_short_ratio_y,long_pct,sentiment_group,fear_greed_level,total_pnl,pnl_std,num_trades,win_rate,total_volume,avg_trade_size,trade_size_std,total_abs_pnl,gross_profit_y,gross_loss_y,profit_factor_y
2025-02-09,43.1,30521.96,46,Neutral,Neutral,,0,,434.696492,3.686976,117.90054830842402,0,4.0,80.0,Neutral,Neutral (46-55),431.01,94.55,10,0.6,30521.96,3052.2,4867.34,438.38,434.696492,3.686976,117.90054830842402
2025-02-10,1.0,23140.21,43,Fear,Fear,,0,,6.9795,0.0,6979.5,0,0.4,28.57142857142857,Fear,Fear (26-45),6.98,2.64,7,0.14,23140.21,3305.74,7365.18,6.98,6.9795,0.0,6979.5
2025-02-11,-0.0,3920.15,47,Neutral,Neutral,,0,,0.0,0.013412,0.0,0,3.0,75.0,Neutral,Neutral (46-55),-0.01,0.01,4,0.0,3920.15,980.04,1436.02,0.01,0.0,0.013412,0.0
2025-02-12,-41.32,42420.27,46,Neutral,Neutral,,0,,139.451162,593.929,0.23479433063548003,0,1.2,54.54545454545454,Neutral,Neutral (46-55),-454.48,185.7,11,0.27,42420.27,3856.39,5166.27,733.38,139.451162,593.929,0.23479433063548003
2025-02-13,0.0,440.81,50,Neutral,Neutral,,0,,0.0,0.0,0.0,0,1.0,50.0,Neutral,Neutral (46-55),0.0,0.0,2,0.0,440.81,220.4,291.15,0.0,0.0,0.0,0.0
2025-02-14,318.07,135311.99,48,Neutral,Neutral,,0,,23855.383185000006,0.0,23855383.185000006,0,0.08695652173913043,8.0,Neutral,Neutral (46-55),23855.38,391.71,75,0.91,135311.99,1804.16,2470.85,23855.38,23855.383185000006,0.0,23855383.185000006
2025-02-15,1.41,20895.48,50,Neutral,Neutral,,0,,9.856236,0.0,9856.236,0,6.0,85.71428571428571,Neutral,Neutral (46-55),9.86,3.73,7,0.14,20895.48,2985.07,5926.22,9.86,9.856236,0.0,9856.236
2025-02-16,0.0,4627.43,54,Neutral,Neutral,,0,,0.0,0.0,0.0,0,5.0,100.0,Neutral,Neutral (46-55),0.0,0.0,5,0.0,4627.43,925.49,640.34,0.0,0.0,0.0,0.0
2025-02-17,0.15,198136.31,51,Neutral,Neutral,,0,,6.770898000000001,0.0,6770.898000000001,0,14.333333333333334,93.47826086956522,Neutral,Neutral (46-55),6.77,0.78,46,0.04,198136.31,4307.31,7782.38,6.77,6.770898000000001,0.0,6770.898000000001
2025-02-18,64.89,13230.03,47,Neutral,Neutral,,0,,778.682425,0.0,778682.4249999999,0,5.0,83.33333333333334,Neutral,Neutral (46-55),778.68,178.07,12,0.42,13230.03,1102.5,2120.83,778.68,778.682425,0.0,778682.4249999999
2025-02-19,7.59,26634.04,44,Fear,Fear,,0,,37.972301,0.0,37972.301,0,1.5,60.0,Fear,Fear (26-45),37.97,9.62,5,0.6,26634.04,5326.81,10225.86,37.97,37.972301,0.0,37972.301
2025-02-20,27.83,50734.44,49,Neutral,Neutral,,0,,306.17281899999995,0.0,306172.81899999996,0,0.8333333333333334,45.45454545454545,Neutral,Neutral (46-55),306.17,86.55,11,0.45,50734.44,4612.22,5729.95,306.17,306.17281899999995,0.0,306172.81899999996
2025-02-21,53.36,50553.32,55,Greed,Neutral,,0,,1173.8720010000002,0.0,1173872.0010000002,0,0.29411764705882354,22.727272727272727,Neutral,Neutral (46-55),1173.87,141.82,22,0.59,50553.32,2297.88,4561.8,1173.87,1173.8720010000002,0.0,1173872.0010000002
2025-02-22,0.0,10504.88,49,Neutral,Neutral,,0,,0.0,0.0,0.0,0,7.0,100.0,Neutral,Neutral (46-55),0.0,0.0,7,0.0,10504.88,1500.7,1896.38,0.0,0.0,0.0,0.0
2025-02-24,51.21,177024.17,49,Neutral,Neutral,,0,,2051.466029,3.216577,637.7792383020833,0,1.5,60.0,Neutral,Neutral (46-55),2048.25,234.2,40,0.4,177024.17,4425.6,17825.13,2054.68,2051.466029,3.216577,637.7792383020833
2025-02-25,1065.6,1023705.82,25,Fear,Extreme Fear,,0,,68198.103025,0.0,68198103.025,0,15.0,93.75,Fear,Extreme Fear (0-25),68198.1,6007.16,64,0.7,1023705.82,15995.4,98790.78,68198.1,68198.103025,0.0,68198103.025
2025-02-26,1649.16,26215.85,21,Extreme Fear,Extreme Fear,,0,,8245.790948,0.0,8245790.948,0,0.25,20.0,Fear,Extreme Fear (0-25),8245.79,3678.8,5,1.0,26215.85,5243.17,10332.98,8245.79,8245.790948,0.0,8245790.948
2025-02-27,341.26,18186.12,10,Extreme Fear,Extreme Fear,,0,,2047.56016,0.0,2047560.16,0,5.0,83.33333333333334,Fear,Extreme Fear (0-25),2047.56,439.76,6,0.67,18186.12,3031.02,2725.61,2047.56,2047.56016,0.0,2047560.16
2025-02-28,6.59,8946.11,16,Extreme Fear,Extreme Fear,,0,,52.70796,0.0,52707.96,0,0.3333333333333333,25.0,Fear,Extreme Fear (0-25),52.71,13.43,8,0.38,8946.11,1118.26,1033.78,52.71,52.70796,0.0,52707.96
2025-03-01,0.0,3396.39,20,Extreme Fear,Extreme Fear,,0,,0.0,0.0,0.0,0,4.0,80.0,Fear,Extreme Fear (0-25),0.0,0.0,5,0.0,3396.39,679.28,689.71,0.0,0.0,0.0,0.0
2025-03-02,150.08,4763.64,26,Fear,Fear,,0,,1500.782585,0.0,1500782.585,0,9.0,90.0,Fear,Fear (26-45),1500.78,302.23,10,0.8,4763.64,476.36,941.99,1500.78,1500.782585,0.0,1500782.585
2025-03-03,814.37,209188.71,33,Fear,Fear,,0,,22802.332088999996,0.0,22802332.088999994,0,3.6666666666666665,78.57142857142857,Fear,Fear (26-45),22802.33,2026.26,28,0.68,209188.71,7471.03,18236.53,22802.33,22802.332088999996,0.0,22802332.088999994
2025-03-04,441.76,240897.67,15,Extreme Fear,Extreme Fear,,0,,33378.390925,2454.9312,13.596466949868086,0,70.0,100.0,Fear,Extreme Fear (0-25),30923.46,1278.13,70,0.37,240897.67,3441.4,7860.09,35833.32,33378.390925,2454.9312,13.596466949868086
2025-03-05,44.16,54460.39,20,Extreme Fear,Extreme Fear,,0,,839.0443540000001,0.0,839044.354,0,0.9,47.368421052631575,Fear,Extreme Fear (0-25),839.04,79.69,19,0.53,54460.39,2866.34,5528.57,839.04,839.0443540000001,0.0,839044.354
2025-03-06,37.31,64318.75,25,Fear,Extreme Fear,,0,,111.916956,0.0,111916.95599999999,0,2.0,66.66666666666666,Fear,Extreme Fear (0-25),111.92,43.83,3,0.67,64318.75,21439.58,18857.42,111.92,111.916956,0.0,111916.95599999999
2025-03-07,11.29,23150.29,34,Fear,Fear,,0,,101.636922,0.0,101636.92199999999,0,3.5,77.77777777777779,Fear,Fear (26-45),101.64,26.79,9,0.22,23150.29,2572.25,3863.34,101.64,101.636922,0.0,101636.92199999999
2025-03-08,19.02,3798.32,28,Fear,Fear,,0,,95.083356,0.0,95083.356,0,0.6666666666666666,40.0,Fear,Fear (26-45),95.08,23.65,5,0.8,3798.32,759.66,601.44,95.08,95.083356,0.0,95083.356
2025-03-09,8.0,12762.17,27,Fear,Fear,,0,,63.992503,0.0,63992.503,0,1.6666666666666667,62.5,Fear,Fear (26-45),63.99,16.27,8,0.38,12762.17,1595.27,2900.45,63.99,63.992503,0.0,63992.503
2025-03-10,-9.84,253164.52,20,Extreme Fear,Extreme Fear,,0,,20.22796,226.902313,0.08914831996445977,0,1.3333333333333333,57.14285714285714,Fear,Extreme Fear (0-25),-206.67,31.19,21,0.1,253164.52,12055.45,30628.53,247.13,20.22796,226.902313,0.08914831996445977
2025-03-11,-15.57,25522.18,24,Extreme Fear,Extreme Fear,,0,,14.805195999999999,217.272,0.06814129754409219,0,5.5,84.61538461538461,Fear,Extreme Fear (0-25),-202.47,60.72,13,0.15,25522.18,1963.24,2776.08,232.08,14.805195999999999,217.272,0.06814129754409219
2025-03-12,10.83,11066.09,34,Fear,Fear,,0,,119.14663499999999,0.0,119146.63499999998,0,1.2,54.54545454545454,Fear,Fear (26-45),119.15,24.47,11,0.45,11066.09,1006.01,1737.41,119.15,119.14663499999999,0.0,119146.63499999998
2025-03-13,14.0,18127.28,45,Neutral,Fear,,0,,97.96926599999999,0.0,97969.26599999999,0,1.3333333333333333,57.14285714285714,Fear,Fear (26-45),97.97,23.66,7,0.57,18127.28,2589.61,3549.36,97.97,97.96926599999999,0.0,97969.26599999999
2025-03-14,3.36,13392.0,27,Fear,Fear,,0,,53.755497000000005,0.0,53755.497,0,0.06666666666666667,6.25,Fear,Fear (26-45),53.76,5.9,16,0.94,13392.0,837.0,1819.06,53.76,53.755497000000005,0.0,53755.497
2025-03-15,1430.06,3618.84,46,Neutral,Neutral,,0,,2860.127817,0.0,2860127.817,0,2.0,100.0,Neutral,Neutral (46-55),2860.13,1841.85,2,1.0,3618.84,1809.42,269.58,2860.13,2860.127817,0.0,2860127.817
2025-03-16,-9.26,17990.95,30,Fear,Fear,,0,,96.596,133.645465,0.7227779857700372,0,0.3333333333333333,25.0,Fear,Fear (26-45),-37.05,88.55,4,0.25,17990.95,4497.74,3800.17,230.24,96.596,133.645465,0.7227779857700372
2025-03-17,0.15,20858.17,32,Fear,Fear,,0,,1.048194,0.0,1048.194,0,2.5,71.42857142857143,Fear,Fear (26-45),1.05,0.4,7,0.14,20858.17,2979.74,3500.38,1.05,1.048194,0.0,1048.194
2025-03-18,3.8,75735.14,34,Fear,Fear,,0,,106.499938,0.0,106499.938,0,27.0,96.42857142857143,Fear,Fear (26-45),106.5,19.74,28,0.07,75735.14,2704.83,3278.47,106.5,106.499938,0.0,106499.938
2025-03-19,13.11,145310.77,32,Fear,Fear,,0,,486.757479,158.952195,3.0622885012692027,0,0.9230769230769231,48.0,Fear,Fear (26-45),327.81,77.03,25,0.2,145310.77,5812.43,11084.1,645.71,486.757479,158.952195,3.0622885012692027
2025-03-20,40.37,10923.5,49,Neutral,Neutral,,0,,363.34695999999997,0.0,363346.95999999996,0,0.0,0.0,Neutral,Neutral (46-55),363.35,38.17,9,1.0,10923.5,1213.72,1165.18,363.35,363.34695999999997,0.0,363346.95999999996
2025-03-21,1.09,1652.33,31,Fear,Fear,,0,,5.463948,0.0,5463.948,0,1.5,60.0,Fear,Fear (26-45),5.46,2.43,5,0.4,1652.33,330.47,280.44,5.46,5.463948,0.0,5463.948
2025-03-22,58.73,14951.17,32,Fear,Fear,,0,,293.647254,0.0,293647.25399999996,0,1.5,60.0,Fear,Fear (26-45),293.65,74.69,5,0.8,14951.17,2990.23,4437.56,293.65,293.647254,0.0,293647.25399999996
2025-03-24,107.29,25801.18,45,Neutral,Fear,,0,,429.167736,0.0,429167.736,0,3.0,75.0,Fear,Fear (26-45),429.17,213.67,4,0.5,25801.18,6450.3,11213.22,429.17,429.167736,0.0,429167.736
2025-03-25,166.91,209250.15,46,Neutral,Neutral,,0,,333.824806,0.0,333824.80600000004,0,0.0,0.0,Neutral,Neutral (46-55),333.82,236.05,2,0.5,209250.15,104625.08,138064.7,333.82,333.824806,0.0,333824.80600000004
2025-03-26,-8.01,19704.46,47,Neutral,Neutral,,0,,8.935857,80.988368,0.11033506688269112,0,0.8,44.44444444444444,Neutral,Neutral (46-55),-72.05,26.09,9,0.11,19704.46,2189.38,3676.84,89.92,8.935857,80.988368,0.11033506688269112
2025-03-27,1.9,21364.09,40,Fear,Fear,,0,,32.369809,0.0,32369.808999999997,0,16.0,94.11764705882352,Fear,Fear (26-45),32.37,7.48,17,0.18,21364.09,1256.71,1650.09,32.37,32.369809,0.0,32369.808999999997
2025-03-28,10.96,8068.5,44,Fear,Fear,,0,,76.73066899999999,0.0,76730.669,0,0.16666666666666666,14.285714285714285,Fear,Fear (26-45),76.73,17.43,7,0.86,8068.5,1152.64,1784.26,76.73,76.73066899999999,0.0,76730.669
2025-03-29,99.37,3213.23,26,Fear,Fear,,0,,894.3372919999999,0.0,894337.2919999999,0,2.0,66.66666666666666,Fear,Fear (26-45),894.34,290.88,9,0.56,3213.23,357.03,557.76,894.34,894.3372919999999,0.0,894337.2919999999
2025-03-30,0.0,4875.36,32,Fear,Fear,,0,,0.0,0.0,0.0,0,3.0,100.0,Fear,Fear (26-45),0.0,0.0,3,0.0,4875.36,1625.12,2383.96,0.0,0.0,0.0,0.0
2025-03-31,30.79,16545.69,34,Fear,Fear,,0,,61.5888,0.0,61588.799999999996,0,1.0,50.0,Fear,Fear (26-45),61.59,43.55,2,0.5,16545.69,8272.84,11385.44,61.59,61.5888,0.0,61588.799999999996
2025-04-01,0.0,65740.71,34,Fear,Fear,,0,,0.0,0.0,0.0,0,3.0,100.0,Fear,Fear (26-45),0.0,0.0,3,0.0,65740.71,21913.57,37081.39,0.0,0.0,0.0,0.0
2025-04-02,17.32,1202.28,44,Fear,Fear,,0,,69.282759,0.0,69282.75899999999,0,0.0,0.0,Fear,Fear (26-45),69.28,15.0,4,1.0,1202.28,300.57,214.52,69.28,69.282759,0.0,69282.75899999999
2025-04-03,0.99,17300.01,25,Fear,Extreme Fear,,0,,4.944752,0.0,4944.752,0,1.5,60.0,Fear,Extreme Fear (0-25),4.94,2.21,5,0.2,17300.01,3460.0,3463.01,4.94,4.944752,0.0,4944.752
2025-04-04,-1.58,1930.28,28,Fear,Fear,,0,,40.914176,45.645249,0.896351250050142,0,0.5,33.33333333333333,Fear,Fear (26-45),-4.73,38.55,3,0.67,1930.28,643.43,287.5,86.56,40.914176,45.645249,0.896351250050142
2025-04-05,0.0,17527.85,30,Fear,Fear,,0,,0.0,0.0,0.0,0,4.0,100.0,Fear,Fear (26-45),0.0,0.0,4,0.0,17527.85,4381.96,3774.64,0.0,0.0,0.0,0.0
2025-04-06,165.88,1661.57,34,Fear,Fear,,0,,497.638324,0.0,497638.324,0,3.0,100.0,Fear,Fear (26-45),497.64,287.31,3,0.33,1661.57,553.86,555.34,497.64,497.638324,0.0,497638.324
2025-04-07,-284.07,25023.68,23,Extreme Fear,Extreme Fear,,0,,6.350235,4551.494369999999,0.0013951978149980664,0,0.06666666666666667,6.25,Fear,Extreme Fear (0-25),-4545.14,407.71,16,0.06,25023.68,1563.98,1762.93,4557.84,6.350235,4551.494369999999,0.0013951978149980664
2025-04-08,22.64,146298.12,24,Extreme Fear,Extreme Fear,,0,,860.4985730000001,0.3055,2816.6892733224227,0,8.5,89.47368421052632,Fear,Extreme Fear (0-25),860.19,130.98,38,0.08,146298.12,3849.95,6596.05,860.8,860.4985730000001,0.3055,2816.6892733224227
2025-04-09,48.66,282690.79,18,Extreme Fear,Extreme Fear,,0,,1623.413508,17.481558,92.86434927596271,0,0.65,39.39393939393939,Fear,Extreme Fear (0-25),1605.93,107.81,33,0.48,282690.79,8566.39,23593.79,1640.9,1623.413508,17.481558,92.86434927596271
2025-04-10,89.05,1216699.36,39,Fear,Fear,,0,,4863.6588839999995,55.164218000000005,88.16691435741913,0,1.0,50.0,Fear,Fear (26-45),4808.49,207.83,54,0.7,1216699.36,22531.47,50063.31,4918.82,4863.6588839999995,55.164218000000005,88.16691435741913
2025-04-11,-52.68,5978.83,25,Fear,Extreme Fear,,0,,11.581399999999999,433.058442,0.026743272678194315,0,1.0,50.0,Fear,Extreme Fear (0-25),-421.48,153.74,8,0.25,5978.83,747.35,993.92,444.64,11.581399999999999,433.058442,0.026743272678194315
2025-04-12,629.41,3513693.34,43,Fear,Fear,,0,,89664.84302,2177.54725,41.17699077253088,0,0.5977011494252874,37.410071942446045,Fear,Fear (26-45),87487.3,6687.74,139,0.3,3513693.34,25278.37,97878.09,91842.39,89664.84302,2177.54725,41.17699077253088
2025-04-13,65.82,466096.6,45,Neutral,Fear,,0,,1143.116049,221.581426,5.158898332028967,0,1.8,64.28571428571429,Fear,Fear (26-45),921.53,305.26,14,0.29,466096.6,33292.61,55180.74,1364.7,1143.116049,221.581426,5.158898332028967
2025-04-14,6.43,47497.1,31,Fear,Fear,,0,,313.33132800000004,197.66068,1.5851980677188808,0,5.0,83.33333333333334,Fear,Fear (26-45),115.67,85.64,18,0.17,47497.1,2638.73,3731.04,510.99,313.33132800000004,197.66068,1.5851980677188808
2025-04-15,23.86,402833.44,38,Fear,Fear,,0,,1097.567198,0.0,1097567.1979999999,0,0.24324324324324326,19.565217391304348,Fear,Fear (26-45),1097.57,89.57,46,0.63,402833.44,8757.25,19843.02,1097.57,1097.567198,0.0,1097567.1979999999
2025-04-16,78.96,1897524.65,29,Fear,Fear,,0,,5083.825337999999,30.505225,166.6542481820737,0,1.6666666666666667,62.5,Fear,Fear (26-45),5053.32,326.5,64,0.5,1897524.65,29648.82,71482.34,5114.33,5083.825337999999,30.505225,166.6542481820737
2025-04-17,7.47,3258.17,30,Fear,Fear,,0,,42.390891999999994,5.042448,8.406807963116327,0,0.25,20.0,Fear,Fear (26-45),37.35,14.83,5,0.4,3258.17,651.63,283.64,47.43,42.390891999999994,5.042448,8.406807963116327
2025-04-18,24.41,261616.36,33,Fear,Fear,,0,,689.119663,78.869991,8.737412725202415,0,0.47058823529411764,32.0,Fear,Fear (26-45),610.25,110.25,25,0.6,261616.36,10464.65,27927.17,767.99,689.119663,78.869991,8.737412725202415
2025-04-19,157.96,1893764.47,32,Fear,Fear,,0,,6160.41619,0.0,6160416.1899999995,0,0.8571428571428571,46.15384615384615,Fear,Fear (26-45),6160.42,574.36,39,0.36,1893764.47,48558.06,144851.28,6160.42,6160.41619,0.0,6160416.1899999995
2025-04-20,212.44,313618.3,37,Fear,Fear,,0,,5098.631206,0.05796,87968.10224292616,0,7.0,87.5,Fear,Fear (26-45),5098.57,476.83,24,0.67,313618.3,13067.43,42181.21,5098.69,5098.631206,0.05796,87968.10224292616
2025-04-21,-75.0,1830804.32,39,Fear,Fear,,0,,1137.9139239999997,6312.770773,0.18025585989386908,0,1.0909090909090908,52.17391304347826,Fear,Fear (26-45),-5174.86,504.36,69,0.33,1830804.32,26533.4,82641.4,7450.68,1137.9139239999997,6312.770773,0.18025585989386908
2025-04-22,7.78,706352.22,47,Neutral,Neutral,,0,,233.40500399999996,0.0,233405.00399999996,0,1.7272727272727273,63.33333333333333,Neutral,Neutral (46-55),233.41,28.23,30,0.4,706352.22,23545.07,91636.79,233.41,233.40500399999996,0.0,233405.00399999996
2025-04-23,-1478.99,647254.74,72,Greed,Greed,,0,,13676.627531000002,83188.94315700002,0.16440439091993883,0,0.6785714285714286,40.42553191489361,Greed,Greed (56-75),-69512.32,12187.18,47,0.51,647254.74,13771.38,47103.09,96865.57,13676.627531000002,83188.94315700002,0.16440439091993883
2025-04-24,61.57,1489821.28,63,Greed,Greed,,0,,5199.290462000001,27.756224,187.31980481206668,0,1.8,64.28571428571429,Greed,Greed (56-75),5171.53,322.31,84,0.31,1489821.28,17735.97,73053.1,5227.05,5199.290462000001,27.756224,187.31980481206668
2025-04-25,56.03,665480.38,60,Greed,Greed,,0,,3137.568674,0.101806,30819.0939040921,0,0.8064516129032258,44.642857142857146,Greed,Greed (56-75),3137.47,130.12,56,0.52,665480.38,11883.58,27408.28,3137.67,3137.568674,0.101806,30819.0939040921
2025-04-26,0.54,189029.82,65,Greed,Greed,,0,,13.778604,4.554635,3.025182918060393,0,3.25,76.47058823529412,Greed,Greed (56-75),9.22,3.58,17,0.06,189029.82,11119.4,15344.49,18.33,13.778604,4.554635,3.025182918060393
2025-04-28,-35.56,469287.95,54,Neutral,Neutral,,0,,1255.32903,2073.320528,0.6054679018737811,0,0.21052631578947367,17.391304347826086,Neutral,Neutral (46-55),-817.99,348.64,23,0.65,469287.95,20403.82,36486.34,3328.65,1255.32903,2073.320528,0.6054679018737811
2025-04-29,147.2,1728653.43,60,Greed,Greed,,0,,5593.514867000001,0.0,5593514.867000001,0,0.9,47.368421052631575,Greed,Greed (56-75),5593.51,433.13,38,0.47,1728653.43,45490.88,113156.42,5593.51,5593.514867000001,0.0,5593514.867000001
2025-04-30,-0.36,368339.11,56,Greed,Greed,,0,,0.0,5.7884,0.0,0,16.0,100.0,Greed,Greed (56-75),-5.79,1.45,16,0.0,368339.11,23021.19,39814.2,5.79,0.0,5.7884,0.0
2025-05-01,63.39,110140.88,53,Neutral,Neutral,,0,,824.111633,0.0,824111.6329999999,0,0.625,38.46153846153847,Neutral,Neutral (46-55),824.11,87.79,13,0.69,110140.88,8472.38,9946.47,824.11,824.111633,0.0,824111.6329999999
